name,country
Kogalym International Airport,Russia
Noyabrsk Airport,Russia
Nyagan Airport,Russia
Salekhard Airport,Russia
Hoonah Airport,United States
Haines Airport,United States
Skagway Airport,United States
Tambor Airport,Costa Rica
Quepos Managua Airport,Costa Rica
Gustavus Airport,United States
Alderney Airport,Guernsey
Dinard-Pleurtuit-Saint-Malo Airport,France
L'Esperance Airport,Guadeloupe
Kodiak Airport,United States
Larsen Bay Airport,United States
Benjamin Rivera Noriega Airport,Puerto Rico
Uru Harbour Airport,Solomon Islands
Marau Airport,Solomon Islands
Eday Airport,United Kingdom
Sanday Airport,United Kingdom
North Ronaldsay Airport,United Kingdom
Papa Westray Airport,United Kingdom
Stronsay Airport,United Kingdom
Westray Airport,United Kingdom
Siwo Airport,Vanuatu
Tongoa Airport,Vanuatu
Valesdir Airport,Vanuatu
Qaqortoq Heliport,Greenland
Nanortalik Heliport,Greenland
Narsaq Heliport,Greenland
Qaarsut Airport,Greenland
Alluitsup Paa Heliport,Greenland
Qaanaaq Airport,Greenland
Thule Air Base,Greenland
Narsarsuaq Airport,Greenland
Uummannaq Heliport,Greenland
Hokitika Airfield,New Zealand
Kerikeri Airport,New Zealand
Cheyenne Regional Jerry Olson Field,United States
Worland Municipal Airport,United States
Margate Airport,South Africa
Plettenberg Bay Airport,South Africa
Kingston Norman Rogers Airport,Canada
Lethbridge County Airport,Canada
Gander International Airport,Canada
Quesnel Airport,Canada
Williams Lake Airport,Canada
Medicine Hat Airport,Canada
Chris Hadfield Airport,Canada
Hamilton International Airport,New Zealand
Kaitaia Airport,New Zealand
Timaru Airport,New Zealand
Taupo Airport,New Zealand
Wanganui Airport,New Zealand
Whakatane Airport,New Zealand
Westport Airport,New Zealand
Le Havre Octeville Airport,France
Perigueux-Bassillac Airport,France
Le Puy-Loudes Airport,France
Mc Cook Ben Nelson Regional Airport,United States
Powell River Airport,Canada
San Luis Valley Regional Bergman Field,United States
Dodge City Regional Airport,United States
Liberal Mid-America Regional Airport,United States
San Tome Airport,Venezuela
Kone Airport,New Caledonia
Moorea Airport,French Polynesia
Faa'a International Airport,French Polynesia
General Servando Canales International Airport,Mexico
Chesterfield Inlet Airport,Canada
Arviat Airport,Canada
Whale Cove Airport,Canada
Multan International Airport,Pakistan
Jinnah International Airport,Pakistan
Batna Airport,Algeria
Biskra Airport,Algeria
Ain Arnat Airport,Algeria
Tobago-Crown Point Airport,Trinidad and Tobago
Wolter Monginsidi Airport,Indonesia
Bahawalpur Airport,Pakistan
Alama Iqbal International Airport,Pakistan
Shaikh Zaid Airport,Pakistan
Sukkur Airport,Pakistan
Ain el Beida Airport,Algeria
Mactan Cebu International Airport,Philippines
Netaji Subhash Chandra Bose International Airport,India
Silchar Airport,India
Daniel Z. Romualdez Airport,Philippines
Paro Airport,Bhutan
New Islamabad International Airport,Pakistan
Quetta International Airport,Pakistan
Ornskoldsvik Airport,Sweden
Bacolod-Silay Airport,Philippines
Camiguin Airport,Philippines
Laguindingan Airport,Philippines
Sibulan Airport,Philippines
Dipolog Airport,Philippines
Francisco Bangoy International Airport,Philippines
Siargao Airport,Philippines
Legazpi City International Airport,Philippines
Labo Airport,Philippines
Pagadian Airport,Philippines
Baker Lake Airport,Canada
Coral Harbour Airport,Canada
Sittwe Airport,Burma
Heho Airport,Burma
Kawthoung Airport,Burma
Mandalay International Airport,Burma
Myeik Airport,Burma
Bagan Airport,Burma
Yangon International Airport,Burma
Thandwe Airport,Burma
Tachileik Airport,Burma
Dawei Airport,Burma
Rabah Bitat Airport,Algeria
Touat Cheikh Sidi Mohamed Belkebir Airport,Algeria
Bordj Badji Mokhtar Airport,Algeria
Bechar Boudghene Ben Ali Lotfi Airport,Algeria
Mohamed Boudiaf International Airport,Algeria
El Bayadh Airport,Algeria
El Golea Airport,Algeria
Guemar Airport,Algeria
Noumerat - Moufdi Zakaria Airport,Algeria
Oued Irara Airport,Algeria
Hassi R'Mel Airport,Algeria
In Amenas Airport,Algeria
In Salah Airport,Algeria
Ghriss Airport,Algeria
Mecheria Airport,Algeria
Cheikh Larbi Tebessi Airport,Algeria
Touggourt Sidi Madhi Airport,Algeria
Bou Chekif Airport,Algeria
Aguenar Hadj Bey Akhamok Airport,Algeria
Agatti Airport,India
Kempegowda International Airport,India
Cochin International Airport,India
Kangra Airport,India
Lokpriya Gopinath Bordoloi International Airport,India
Imphal Airport,India
Mangalore International Airport,India
Kanpur Airport,India
Kullu Manali Airport,India
Ludhiana Airport,India
Shillong Airport,India
Licenciado Miguel de la Madrid Airport,Mexico
General Pedro Jose Mendez International Airport,Mexico
El Lencero Airport,Mexico
Lazard Cardenas Airport,Mexico
El Tajin National Airport,Mexico
Puerto Escondido International Airport,Mexico
Jyvaskyla Airport,Finland
Ajaccio-Napoleon Bonaparte Airport,France
Avignon-Caumont Airport,France
Buri Ram Airport,Thailand
Chumphon Airport,Thailand
Loei Airport,Thailand
Mae Sot Airport,Thailand
Nan Airport,Thailand
Phrae Airport,Thailand
Ranong Airport,Thailand
Husein Sastranegara International Airport,Indonesia
Muhammad Salahuddin Airport,Indonesia
Betoambari Airport,Indonesia
Babo Airport,Indonesia
Ende (H Hasan Aroeboesman) Airport,Indonesia
Fakfak Airport,Indonesia
Kao Airport,Indonesia
Kaimana Airport,Indonesia
Komodo Airport,Indonesia
Dumatumbun Airport,Indonesia
Syukuran Aminuddin Amir Airport,Indonesia
Abdul Rachman Saleh Airport,Indonesia
Melangguane Airport,Indonesia
Nabire Airport,Indonesia
Ranai Airport,Indonesia
Pangkal Pinang (Depati Amir) Airport,Indonesia
Kasiguncu Airport,Indonesia
Buluh Tumbang (H A S Hanandjoeddin) Airport,Indonesia
Tambolaka Airport,Indonesia
Umbu Mehang Kunda Airport,Indonesia
La Tontouta International Airport,New Caledonia
St Pierre Airport,Saint Pierre and Miquelon
Chitral Airport,Pakistan
Dalbandin Airport,Pakistan
Dera Ismael Khan Airport,Pakistan
Gilgit Airport,Pakistan
Gwadar International Airport,Pakistan
Skardu Airport,Pakistan
Moenjodaro Airport,Pakistan
Peshawar International Airport,Pakistan
Panjgur Airport,Pakistan
Zhob Airport,Pakistan
Turbat International Airport,Pakistan
Ile des Pins Airport,New Caledonia
Mare Airport,New Caledonia
Antonio B. Won Pat International Airport,Guam
Rota International Airport,Northern Mariana Islands
Saipan International Airport,Northern Mariana Islands
Gabes Matmata International Airport,Tunisia
Gafsa Ksar International Airport,Tunisia
Badajoz Airport,Spain
Ahe Airport,French Polynesia
Arutua Airport,French Polynesia
Bora Bora Airport,French Polynesia
Fakarava Airport,French Polynesia
Totegegie Airport,French Polynesia
Hao Airport,French Polynesia
Huahine-Fare Airport,French Polynesia
Kaukura Airport,French Polynesia
Maupiti Airport,French Polynesia
Makemo Airport,French Polynesia
Mataiva Airport,French Polynesia
Raiatea Airport,French Polynesia
Rangiroa Airport,French Polynesia
Rimatara Airport,French Polynesia
Rurutu Airport,French Polynesia
Raivavae Airport,French Polynesia
Tikehau Airport,French Polynesia
Takapoto Airport,French Polynesia
Takaroa Airport,French Polynesia
Tubuai Airport,French Polynesia
Manihi Airport,French Polynesia
General Juan N Alvarez International Airport,Mexico
Ixtapa Zihuatanejo International Airport,Mexico
Khasab Air Base,Oman
Joenkoeping Airport,Sweden
Arvidsjaur Airport,Sweden
Gallivare Airport,Sweden
Kramfors Solleftea Airport,Sweden
Lycksele Airport,Sweden
Deadman's Cay Airport,Bahamas
Rum Cay Airport,Bahamas
Rock Sound Airport,Bahamas
Stella Maris Airport,Bahamas
San Salvador Airport,Bahamas
Presidente Prudente Airport,Brazil
Serafin Enoss Bertaso Airport,Brazil
Dunedin Airport,New Zealand
San Sebastian Airport,Spain
Francistown Airport,Botswana
Amborovy Airport,Madagascar
Sainte Marie Airport,Madagascar
Mwanza Airport,Tanzania
Bornholm Airport,Denmark
Shannon Airport,Ireland
Abeid Amani Karume International Airport,Tanzania
Amilcar Cabral International Airport,Cape Verde
Sao Pedro Airport,Cape Verde
Cambridge Bay Airport,Canada
Sri Guru Ram Dass Jee International Airport,India
Bhuj Airport,India
Sir Seewoosagur Ramgoolam International Airport,Mauritius
Roland Garros Airport,Reunion
Mohammed V International Airport,Morocco
Saiss Airport,Morocco
Ketapang(Rahadi Usman) Airport,Indonesia
Iskandar Airport,Indonesia
Dzaoudzi Pamandzi International Airport,Mayotte
Wamena Airport,Indonesia
Siem Reap International Airport,Cambodia
Buon Ma Thuot Airport,Vietnam
Dong Hoi Airport,Vietnam
Vinh Airport,Vietnam
El Eden Airport,Colombia
Luang Phabang International Airport,Laos
Pakse International Airport,Laos
Wattay International Airport,Laos
Guillermo Leon Valencia Airport,Colombia
Ardabil Airport,Iran
Dezful Airport,Iran
Araguaina Airport,Brazil
Cascavel Airport,Brazil
Dourados Airport,Brazil
Mario de Almeida Franco Airport,Brazil
Memmingen Allgau Airport,Germany
Soenderborg Airport,Denmark
Kugluktuk Airport,Canada
Ulukhaktok Holman Airport,Canada
Gjoa Haven Airport,Canada
Taloyoak Airport,Canada
Las Brujas Airport,Colombia
Lengpui Airport,India
Raja Bhoj International Airport,India
Diu Airport,India
Gorakhpur Airport,India
Devi Ahilyabai Holkar Airport,India
Agartala Airport,India
Madurai Airport,India
Birsa Munda Airport,India
Jodhpur Airport,India
Lok Nayak Jayaprakash Airport,India
Porbandar Airport,India
Pune Airport,India
Rajahmundry Airport,India
Tiruchirapally Civil Airport Airport,India
Maharana Pratap Airport,India
Lal Bahadur Shastri Airport,India
Rodez-Marcillac Airport,France
Araraquara Airport,Brazil
Aracatuba Airport,Brazil
Atlas Brasil Cantanhede Airport,Brazil
Brigadeiro Camario Airport,Brazil
Bonito Airport,Brazil
Bartolomeu Lisandro Airport,Brazil
Diomicio Freitas Airport,Brazil
Cabo Frio Airport,Brazil
Corumba International Airport,Brazil
Coronel Altino Machado de Oliveira Airport,Brazil
Usiminas Airport,Brazil
Zona da Mata Regional Airport,Brazil
Bauru - Arealva Airport,Brazil
Coronel Horacio de Mattos Airport,Brazil
Alberto Alcolumbre Airport,Brazil
Frank Miloye Milenkowichi Marilia State Airport,Brazil
Paulo Afonso Airport,Brazil
Pelotas International Airport,Brazil
Lauro Kurtz Airport,Brazil
Prefeito Doutor Joao Silva Filho Airport,Brazil
Parintins Airport,Brazil
Maestro Marinho Franco Airport,Brazil
Trombetas Airport,Brazil
Tucurui Airport,Brazil
Saint-Etienne-Boutheon Airport,France
Pierrefonds Airport,Reunion
Cherif Al Idrissi Airport,Morocco
Rabat-Sale Airport,Morocco
Tan Tan Airport,Morocco
Saniat R'mel Airport,Morocco
El Yopal Airport,Colombia
Gustavo Artunduaga Paredes Airport,Colombia
La Nubia Airport,Colombia
La Florida Airport,Chile
Kajaani Airport,Finland
Kuusamo Airport,Finland
Kemi-Tornio Airport,Finland
Norrkoeping Airport,Sweden
Savonlinna Airport,Finland
Tartu Airport,Estonia
Brunei International Airport,Brunei
Kuching International Airport,Malaysia
Mulu Airport,Malaysia
Angelholm-Helsingborg Airport,Sweden
Gothenburg City Airport,Sweden
Malmoe Sturup Airport,Sweden
Libreville Leon M'ba International Airport,Gabon
Malabo Airport,Equatorial Guinea
Karup Airport,Denmark
Cork Airport,Ireland
Bandar Lengeh Airport,Iran
Gorgan Airport,Iran
Gachsaran Airport,Iran
Kerman Airport,Iran
Khoy Airport,Iran
Lamerd Airport,Iran
Lar Airport,Iran
Noshahr Airport,Iran
Parsabade Moghan Airport,Iran
Ramsar Airport,Iran
Yasouj Airport,Iran
Cabinda Airport,Angola
Mbanza Congo Airport,Angola
Soyo Airport,Angola
Lampedusa Airport,Italy
Pantelleria Airport,Italy
Vincenzo Florio Airport Trapani-Birgi,Italy
Sultan Abdul Halim Airport,Malaysia
Sultan Iskandar Muda International Airport,Indonesia
Sultan Azlan Shah Airport,Malaysia
Senai International Airport,Malaysia
Sultan Ismail Petra Airport,Malaysia
Kerteh Airport,Malaysia
Kuantan Airport,Malaysia
Langkawi International Airport,Malaysia
Penang International Airport,Malaysia
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,Indonesia
Sultan Mahmud Airport,Malaysia
Samui Airport,Thailand
Melilla Airport,Spain
Supadio Airport,Indonesia
Adi Sumarmo Wiryokusumo Airport,Indonesia
Haifa International Airport,Israel
Banja Luka International Airport,Bosnia and Herzegovina
Sihanoukville International Airport,Cambodia
Sambava Airport,Madagascar
Toliara Airport,Madagascar
Sir Charles Gaetan Duval Airport,Mauritius
Al Massira Airport,Morocco
Hassan I Airport,Western Sahara
La Gomera Airport,Spain
La Palma Airport,Spain
Tenerife South Airport,Spain
Hierro Airport,Spain
Queenstown International Airport,New Zealand
Krabi Airport,Thailand
Lampang Airport,Thailand
Naypyidaw Airport,Burma
Trat Airport,Thailand
Sukhothai Airport,Thailand
U-Tapao International Airport,Thailand
Prince Said Ibrahim International Airport,Comoros
Songwe Airport,Tanzania
Chiang Mai International Airport,Thailand
Ban Huoeisay Airport,Laos
Xishuangbanna Gasa Airport,China
Luang Namtha Airport,Laos
Oudomsay Airport,Laos
Xieng Khouang Airport,Laos
Savannakhet Airport,Laos
Daniel K Inouye International Airport,United States
Lihue Airport,United States
Kahului Airport,United States
Djerba Zarzis International Airport,Tunisia
Tozeur Nefta International Airport,Tunisia
Nizhny Novgorod Strigino International Airport,Russia
Khanty Mansiysk Airport,Russia
Donskoye Airport,Russia
Kursk East Airport,Russia
Ca Mau Airport,Vietnam
Da Nang International Airport,Vietnam
Dien Bien Phu Airport,Vietnam
Lien Khuong Airport,Vietnam
Cat Bi International Airport,Vietnam
Phu Quoc International Airport,Vietnam
Pleiku Airport,Vietnam
Dong Tac Airport,Vietnam
Can Tho International Airport,Vietnam
Chu Lai International Airport,Vietnam
Co Ong Airport,Vietnam
Rach Gia Airport,Vietnam
Rabil Airport,Cape Verde
Maio Airport,Cape Verde
Sao Filipe Airport,Cape Verde
Preguica Airport,Cape Verde
Kengtung Airport,Burma
Kyaukpyu Airport,Burma
Myitkyina Airport,Burma
Putao Airport,Burma
Lanai Airport,United States
Kasane Airport,Botswana
Maun Airport,Botswana
Talagi Airport,Russia
Naryan Mar Airport,Russia
Jose Celestino Mutis Airport,Colombia
Gerardo Tobar Lopez Airport,Colombia
Juan Casiano Airport,Colombia
Caucaya Airport,Colombia
Los Colonizadores Airport,Colombia
Jorge E. Gonzalez Torres Airport,Colombia
Gustavo Vargas Airport,Colombia
Villa Garzon Airport,Colombia
Agen-La Garenne Airport,France
Aurillac Airport,France
Brive Souillac Airport,France
Castres-Mazamet Airport,France
Lannion-Cote de Granit Airport,France
Poitiers-Biard Airport,France
Tautii Magheraus Airport,Romania
Oradea International Airport,Romania
Satu Mare Airport,Romania
Transilvania Tirgu Mures International Airport,Romania
Funafuti International Airport,Tuvalu
Labasa Airport,Fiji
Fua'amotu International Airport,Tonga
Molokai Airport,United States
Bukoba Airport,Tanzania
Chita-Kadala Airport,Russia
Igarka Airport,Russia
Podkamennaya Tunguska Airport,Russia
Turukhansk Airport,Russia
Bogashevo Airport,Russia
Southend Airport,United Kingdom
Milan Rastislav Stefanik Airport,Slovakia
Kosice Airport,Slovakia
Ostrava Leos Janacek Airport,Czech Republic
Arusha Airport,Tanzania
Mtwara Airport,Tanzania
Old Arctic Bay Airport,Canada
Clyde River Airport,Canada
Igloolik Airport,Canada
Pond Inlet Airport,Canada
Cape Dorset Airport,Canada
Repulse Bay Airport,Canada
Hall Beach Airport,Canada
Qikiqtarjuaq Airport,Canada
Pangnirtung Airport,Canada
Romeu Zema Airport,Brazil
Barcelos Airport,Brazil
Coari Airport,Brazil
Eirunepe Airport,Brazil
Tapuruquara Airport,Brazil
Macae Airport,Brazil
Senadora Eunice Micheles Airport,Brazil
Patos de Minas Airport,Brazil
General Leite de Castro Airport,Brazil
Sao Gabriel da Cachoeira Airport,Brazil
Blackpool International Airport,United Kingdom
Bournemouth Airport,United Kingdom
Kerry Airport,Ireland
Rar Gwamar Airport,Indonesia
Oksibil Airport,Indonesia
Saumlaki/Olilit Airport,Indonesia
Gillam Airport,Canada
Sanikiluaq Airport,Canada
Dakhla Airport,Western Sahara
Pietermaritzburg Airport,South Africa
Joshua Mqabuko Nkomo International Airport,Zimbabwe
Umea Airport,Sweden
Kirensk Airport,Russia
Bodaybo Airport,Russia
Ust-Kut Airport,Russia
Lensk Airport,Russia
Solovki Airport,Russia
Usinsk Airport,Russia
Semipalatinsk Airport,Kazakhstan
Petropavlosk South Airport,Kazakhstan
Uralsk Airport,Kazakhstan
Berbera Airport,Somalia
Bosaso Airport,Somalia
Galcaio Airport,Somalia
Kiev Zhuliany International Airport,Ukraine
Zaporizhzhia International Airport,Ukraine
Chokurdakh Airport,Russia
Cherskiy Airport,Russia
Moma Airport,Russia
Sakkyryr Airport,Russia
Ust-Tsylma Airport,Russia
London Heathrow Airport,United Kingdom
Bandaranaike International Colombo Airport,Sri Lanka
N'Djamena International Airport,Chad
Urmia Airport,Iran
Bratsk Airport,Russia
Antonio Maceo International Airport,Cuba
Mariana Grajales Airport,Cuba
Frank Pais International Airport,Cuba
Uzhhorod International Airport,Ukraine
Gimpo International Airport,South Korea
Calicut International Airport,India
Shanghai Pudong International Airport,China
Kansai International Airport,Japan
Yelizovo Airport,Russia
Matsuyama Airport,Japan
Izumo Airport,Japan
Tokushima Airport/JMSDF Air Base,Japan
Dalaman International Airport,Turkey
Dallas Love Field,United States
Vadodara Airport,India
Esenboga International Airport,Turkey
Hatay Airport,Turkey
Adana Airport,Turkey
Erzurum International Airport,Turkey
Sanliurfa GAP Airport,Turkey
Abbotsford Airport,Canada
Northwest Florida Beaches International Airport,United States
Branson Airport,United States
Trabzon International Airport,Turkey
Bethel Airport,United States
Hobart International Airport,Australia
Hakodate Airport,Japan
Akita Airport,Japan
Gimhae International Airport,South Korea
Daegu Airport,South Korea
Svalbard Airport,Norway
Jammu Airport,India
Milas Bodrum International Airport,Turkey
Karlsruhe Baden-Baden Airport,Germany
Sam Mbakwe International Airport,Nigeria
Margaret Ekpo International Airport,Nigeria
Angads Airport,Morocco
Gaziantep International Airport,Turkey
Jaipur International Airport,India
John Wayne Airport-Orange County Airport,United States
Viru Viru International Airport,Bolivia
Yancheng Airport,China
Pohnpei International Airport,Micronesia
Chuuk International Airport,Micronesia
Yap International Airport,Micronesia
Port Harcourt International Airport,Nigeria
Saurimo Airport,Angola
Bhavnagar Airport,India
Dr. Babasaheb Ambedkar International Airport,India
Rajkot Airport,India
Vishakhapatnam Airport,India
Osvaldo Vieira International Airport,Guinea-Bissau
Ashgabat International Airport,Turkmenistan
Khudzhand Airport,Tajikistan
Osh Airport,Kyrgyzstan
Maya-Maya Airport,Republic of Congo
Catumbela Airport,Angola
Luena Airport,Angola
Malanje Airport,Angola
Namibe Airport,Angola
Nova Lisboa Airport,Angola
Lubango Airport,Angola
Menongue Airport,Angola
Kuito Airport,Angola
Sao Tome International Airport,Sao Tome and Principe
Ngjiva Pereira Airport,Angola
Cruzeiro do Sul Airport,Brazil
Huangyan Luqiao Airport,China
Lijiang Airport,China
Yangzhou Taizhou Airport,China
Nouakchott Oumtounsy International Airport,Mauritania
Tazadit Airport,Mauritania
Pointe Noire Airport,Republic of Congo
Antalya International Airport,Turkey
Dortmund Airport,Germany
Erfurt Airport,Germany
Zonguldak Airport,Turkey
Berlin-Schonefeld Airport,Germany
Capital City Airport,United States
Canakkale Airport,Turkey
Gazipaia Airport,Turkey
Atyrau Airport,Kazakhstan
Asaba International Airport,Nigeria
Akanu Ibiam International Airport,Nigeria
Yakubu Gowon Airport,Nigeria
Jeju International Airport,South Korea
Gwangju Airport,South Korea
Mekele Airport,Ethiopia
Soummam Airport,Algeria
Zenata Messali El Hadj Airport,Algeria
Chandigarh Airport,India
Nador International Airport,Morocco
Ouarzazate Airport,Morocco
Aurangabad Airport,India
Norilsk-Alykel Airport,Russia
Ndjili International Airport,Democratic Republic of Congo
Cardak Airport,Turkey
Suleyman Demirel International Airport,Turkey
Sardar Vallabhbhai Patel International Airport,India
Keflavik International Airport,Iceland
Hewanorra International Airport,Saint Lucia
Sheikh ul Alam Airport,India
Kos Airport,Greece
Diori Hamani International Airport,Niger
Adnan Menderes International Airport,Turkey
Babelthuap Airport,Palau
Ciudad del Carmen International Airport,Mexico
Dera Ghazi Khan Airport,Pakistan
Beijing Nanyuan Airport,China
Skelleftea Airport,Sweden
Kiruna Airport,Sweden
Fukushima Airport,Japan
Valley International Airport,United States
Adak Airport,United States
Kisumu Airport,Kenya
Arrachart Airport,Madagascar
Tolanaro Airport,Madagascar
Fascene Airport,Madagascar
Learmonth Airport,Australia
Lhasa Gonggar Airport,China
Khon Kaen Airport,Thailand
Hat Yai International Airport,Thailand
Cayenne-Rochambeau Airport,French Guiana
Sunan Shuofang International Airport,China
Kayseri Erkilet Airport,Turkey
Lamezia Terme Airport,Italy
Gurayat Domestic Airport,Saudi Arabia
Xuzhou Guanyin Airport,China
Mbandaka Airport,Democratic Republic of Congo
Aqaba King Hussein International Airport,Jordan
Kalamata Airport,Greece
Chania International Airport,Greece
Mikonos Airport,Greece
Kalibo International Airport,Philippines
Yariguies Airport,Colombia
Faisalabad International Airport,Pakistan
Van Ferit Melen Airport,Turkey
San Cristobal Airport,Ecuador
Corpus Christi International Airport,United States
Diyarbakir Airport,Turkey
Pescara International Airport,Italy
Abel Santamaria Airport,Cuba
Cap FAP David Abenzur Rengifo International Airport,Peru
Cadete FAP Guillermo Del Castillo Paredes Airport,Peru
Alejandro Velasco Astete International Airport,Peru
Momote Airport,Papua New Guinea
Mbuji Mayi Airport,Democratic Republic of Congo
Porto Santo Airport,Portugal
Bushehr Airport,Iran
Birjand Airport,Iran
Buka Airport,Papua New Guinea
Kavieng Airport,Papua New Guinea
Bojnord Airport,Iran
General Abelardo L. Rodriguez International Airport,Mexico
Miho Yonago Airport,Japan
Lajes Airport,Portugal
Takamatsu Airport,Japan
Kushiro Airport,Japan
Ellison Onizuka Kona International At Keahole Airport,United States
Tottori Airport,Japan
Ercan International Airport,Cyprus
Shonai Airport,Japan
Malatya Erhac Airport,Turkey
Nevsehir Kapadokya Airport,Turkey
Asahikawa Airport,Japan
Saga Airport,Japan
Cam Ranh Airport,Vietnam
Al Maktoum International Airport,United Arab Emirates
Almirante Padilla Airport,Colombia
Alfonso Lopez Pumarejo Airport,Colombia
Konya Airport,Turkey
Rovaniemi Airport,Finland
Toyama Airport,Japan
Kobe Airport,Japan
Samarkand Airport,Uzbekistan
Fergana International Airport,Uzbekistan
Namangan Airport,Uzbekistan
Mutiara Airport,Indonesia
Jalaluddin Airport,Indonesia
Rafael Hernandez Airport,Puerto Rico
Yuncheng Guangong Airport,China
Odate Noshiro Airport,Japan
Hachijojima Airport,Japan
Brussels South Charleroi Airport,Belgium
Balikesir Korfez Airport,Turkey
Erzincan Airport,Turkey
Kahramanmaras Airport,Turkey
Adiyaman Airport,Turkey
Mihail Kogalniceanu International Airport,Romania
Juan Gualberto Gomez International Airport,Cuba
New Ishigaki Airport,Japan
Dayong Airport,China
Iwakuni Marine Corps Air Station,Japan
Noto Airport,Japan
Tokachi-Obihiro Airport,Japan
Dali Airport,China
Tengchong Tuofeng Airport,China
Zhaotong Airport,China
Yuzhno-Sakhalinsk Airport,Russia
Jorge Wilsterman International Airport,Bolivia
Mangshi Airport,China
Pu'er Simao Airport,China
Minangkabau International Airport,Indonesia
Mattala Rajapaksa International Airport,Sri Lanka
Kota Kinabalu International Airport,Malaysia
Yanji Chaoyangchuan Airport,China
Al Najaf International Airport,Iraq
Cheongju International Airport/Cheongju Air Base (K-59/G-513),South Korea
Taif Regional Airport,Saudi Arabia
Barnaul Airport,Russia
London Luton Airport,United Kingdom
Faleolo International Airport,Samoa
Dushanbe Airport,Tajikistan
Batman Airport,Turkey
Sivas Nuri Airport,Turkey
Iwami Airport,Japan
Yeosu Airport,South Korea
Simferopol International Airport,Ukraine
Enfidha - Hammamet International Airport,Tunisia
Iloilo International Airport,Philippines
Puerto Princesa Airport,Philippines
Reggio Calabria Airport,Italy
Andres Sabella International Airport,Chile
Desierto de Atacama Airport,Chile
Diego Aracena Airport,Chile
Carriel Sur Airport,Chile
Capitan FAP Jose A Quinones Gonzales International Airport,Peru
Capitan FAP Carlos Martinez De Pinillos International Airport,Peru
Atlantic City International Airport,United States
Jiuzhai Huanglong Airport,China
Anapa Vityazevo Airport,Russia
Gelendzhik Airport,Russia
Spichenkovo Airport,Russia
Belfast International Airport,United Kingdom
Gibraltar Airport,Gibraltar
Licenciado y General Ignacio Lopez Rayon Airport,Mexico
Tagbilaran Airport,Philippines
RAAF Base Curtin,Australia
Kastamonu Airport,Turkey
Kars Airport,Turkey
Zafer Airport,Turkey
Awang Airport,Philippines
Bagdogra Airport,India
Ivalo Airport,Finland
Kittila Airport,Finland
Saertu Airport,China
Chacalluta Airport,Chile
Balmaceda Airport,Chile
El Loa Airport,Chile
El Tepual Airport,Chile
Coronel FAP Carlos Ciriani Santa Rosa International Airport,Peru
Udon Thani Airport,Thailand
Sinop Airport,Turkey
Horta Airport,Portugal
Abraham Gonzalez International Airport,Mexico
L.F. Wade International International Airport,Bermuda
Sialkot Airport,Pakistan
Bangui M'Poko International Airport,Central African Republic
Ugolny Airport,Russia
Vilo Acuna International Airport,Cuba
Yamaguchi Ube Airport,Japan
Pago Pago International Airport,American Samoa
Mataveri Airport,Chile
Federico Fellini International Airport,Italy
El Alto International Airport,Bolivia
Andizhan Airport,Uzbekistan
Pevek Airport,Russia
Sultan Thaha Airport,Indonesia
Tjilik Riwut Airport,Indonesia
Sacheon Air Base/Airport,South Korea
Kunsan Air Base,South Korea
Wonju/Hoengseong Air Base (K-38/K-46),South Korea
Sibu Airport,Malaysia
Yichun Mingyueshan Airport,China
Yichang Sanxia Airport,China
Dibrugarh Airport,India
Raipur Airport,India
Enshi Airport,China
Djanet Inedbirene Airport,Algeria
Mogador Airport,Morocco
Dandong Airport,China
Jingdezhen Airport,China
Jinggangshan Airport,China
Quzhou Airport,China
Qiqihar Sanjiazi Airport,China
Wuhai Airport,China
Nanping Wuyishan Airport,China
Xilinhot Airport,China
Chiang Rai International Airport,Thailand
Nakhon Phanom Airport,Thailand
Nakhon Si Thammarat Airport,Thailand
Phitsanulok Airport,Thailand
Roi Et Airport,Thailand
Sakon Nakhon Airport,Thailand
Trang Airport,Thailand
Ubon Ratchathani Airport,Thailand
Surat Thani Airport,Thailand
Alghero-Fertilia Airport,Italy
Il Caravaggio International Airport,Italy
Brno-Turany Airport,Czech Republic
Bydgoszcz Ignacy Jan Paderewski Airport,Poland
Beziers-Vias Airport,France
Carcassonne Airport,France
Ciampino G. B. Pastine International Airport,Italy
Cuneo International Airport,Italy
Dole-Tavaux Airport,France
Eindhoven Airport,Netherlands
Nimes-Arles-Camargue Airport,France
Araxos Airport,Greece
Girona Airport,Spain
Eelde Airport,Netherlands
Frankfurt-Hahn Airport,Germany
Kaunas International Airport,Lithuania
Luebeck Blankensee Airport,Germany
City of Derry Airport,United Kingdom
Lappeenranta Airport,Finland
Maastricht Aachen Airport,Netherlands
Weeze Airport,Germany
Stockholm Skavsta Airport,Sweden
Plovdiv International Airport,Bulgaria
Perugia San Francesco d'Assisi Umbria International Airport,Italy
Glasgow Prestwick Airport,United Kingdom
Parma Airport,Italy
Reus Air Base,Spain
Moss Airport,Norway
Santander Airport,Spain
Treviso-Sant'Angelo Airport,Italy
Tours-Val-de-Loire Airport,France
Nea Anchialos Airport,Greece
Stockholm Vasteras Airport,Sweden
Modlin Airport,Poland
Chalons-Vatry Airport,France
Frans Kaisiepo Airport,Indonesia
Mopah Airport,Indonesia
Moses Kilangin Airport,Indonesia
Yan'an Ershilipu Airport,China
Weifang Airport,China
Al Ain International Airport,United Arab Emirates
